Run_ID,Condition,Time_Period,ID,Name,Pool_Total_Revenue,Output,Capacity,Capability,Dispatch_Cost,Incr_Cost,Full_Load_Cost,Net_Cost,Fixed_Cost,Variable_OM_Cost,Fixed_Cost_Base,Variable_OM_Cost_Base,Fixed_Cost_Aux1,Variable_OM_Cost_Aux1,Fixed_Cost_Aux2,Variable_OM_Cost_Aux2,Fuel_Usage,Output_MWH,Output_MWH_Primary,Output_MWH_Secondary,Percent_Marginal,Percent_Committed,Primary_Fuel_Usage,Revenue,Energy_Revenue,Capacity_Revenue,Secondary_Fuel_Usage,Total_Fuel_Cost,Value,Forced_Outage,Maint_Outage,Used_For_Op_Reserve,Spin_Reserve,Spin_Reserve_Revenue,Non_Spin_Reserve,Non_Spin_Reserve_Revenue,Input_Spin_Reserve,Input_Spin_Reserve_Revenue,Report_Year,Report_Month,Report_Day,Report_Hour,LT_Iteration,Risk_Iteration,Study_Info,Record_Number,Total_Hours_Run
Forcing Wind,Average,2024,MRO,MidwestReliabilityOrganization,4016518682,228.6803894,306,306,91.62,43.63,43.63,45.28,.,.,.,.,0,0,.,0,"18,078,556.00",2008728.5,2008728.5,0,79.02,0,18078556,92472.92188,92472.92188,0,.,88069.44,"4,403.00",0,0,0,0,0,0,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,507,6941
Forcing Wind,Average,2024,AB,Alberta,4016518682,10878.3584,18378.91992,"14,392.00",98.58,26.04,26.68,17.89,"892,879.00","406,599.00","676,544.00","478,757.00",216334.59,-72157.45,.,0,"313,829,920.00",95555504,95555504,0,20.98,5.43,313829920,4309822.5,4309822.5,0,.,1218038.25,"1,761,483.00",2905.33,438.053894,661.0278931,661.0278931,0,0,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,508,8784
Forcing Wind,Average,2024,AB_CCCT_NG,AB_CCCT_NG,4016518682,2563.947754,3861.9646,"3,523.00",86.7,37.5,38.19,36.6,"268,462.00","148,702.00","166,568.00","148,702.00",101894.28,0,.,0,"154,060,704.00",22521716,22521716,0,16.06,22,154060704,1019516.313,1019516.313,0,.,634199.38,"-47,103.00",191.03,148.178299,51.814785,51.814785,0,0,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,509,8784
Forcing Wind,Average,2024,AB_HY_WAT,AB_HY_WAT,4016518682,250.3448181,894,250,6.24,2.97,2.97,3.07,"30,353.00","6,537.00","30,353.00","6,537.00",0,0,.,0,0,2199029,2199029,0,0,0,0,97641.82031,97641.82031,0,.,0,"60,752.00",0,0,596.69104,596.69104,0,0,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,510,8784
Forcing Wind,Average,2024,AB_OtherTech_NG,AB_OtherTech_NG,4016518682,89.23654938,97.99453735,89,79.66,37.93,39.69,41.06,"4,272.00","6,362.00","4,272.00","6,362.00",0,0,.,0,"5,812,509.00",783853.88,783853.88,0,0.03,0,5812509,35317.19141,35317.19141,0,.,24158.52,-121,4.77,3.919672012,0,0,0,0,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,511,8784
Forcing Wind,Average,2024,AB_SCCT_NG,AB_SCCT_NG,4016518682,6337.884766,8596.081055,"8,075.00",55.48,23.67,24.35,15.46,"364,251.00","260,538.00","249,811.00","260,538.00",114440.31,0,.,0,"134,250,352.00",55671980,55671980,0,4.88,0.06,134250352,2508150.25,2508150.25,0,.,557996.81,"1,310,443.00",332.25,188.72258,12.52206039,12.52206039,0,0,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,512,8784
Forcing Wind,Average,2024,AB_SCCT_OT,AB_SCCT_OT,4016518682,85.62976837,94,86,10.78,5.13,5.15,5.32,"5,439.00","3,174.00","5,439.00","3,174.00",0,0,.,0,"8,193,872.50",752171.88,752171.88,0,0,0,8193872.5,33819.57422,33819.57422,0,.,700.03,"24,506.00",3.67,4.699999809,0,0,0,0,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,513,8784
Forcing Wind,Average,2024,AB_ST_Coal,AB_ST_Coal,4016518682,0,929,817,760.75,55.61,56.81,,"69,796.00",.,"69,796.00",.,0,0,.,0,0,0,0,0,0,0,0,0,0,0,.,0,"-69,796.00",38.58,73.60929108,0,0,0,0,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,514,0
Forcing Wind,Average,2024,AB_ST_OT,AB_ST_OT,4016518682,301.9983521,340,302,9.61,4.58,4.59,4.74,"27,602.00","11,196.00","27,602.00","11,196.00",0,0,.,0,"11,512,486.00",2652753.5,2652753.5,0,0,0,11512486,119274.5859,119274.5859,0,.,983.54,"79,494.00",21,17,0,0,0,0,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,515,8784
Forcing Wind,Average,2024,AB_ST_SUN,AB_ST_SUN,4016518682,3.646815062,15,4,0,0,0,0,542,.,542,.,0,0,.,0,0,32033.62,32033.62,0,0,0,0,1436.682007,1436.682007,0,.,0,894,9.85,1.5,0,0,0,0,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,516,4629
Forcing Wind,Average,2024,AB_WT_WND,AB_WT_WND,4016518682,1245.6698,3545,"1,241.00",-5.74,-2.73,-2.73,-2.82,"121,982.00","-29,910.00","121,982.00","42,248.00",0,-72157.45,.,0,0,10941963,10941963,0,0,0,0,494666.25,494666.25,0,.,0,"402,594.00",2303.97,0,0,0,0,0,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,517,8784
Forcing Wind,Average,2024,AB_Renewables,Alberta Renewables Group,4016518682,1887.289551,4888,"1,883.00",-0.31,-0.15,-0.14,-0.46,"185,918.00","-9,003.00","185,918.00","63,155.00",0,-72157.45,.,0,"19,706,358.00",16577951,16577951,0,0,0,19706358,746838.9375,746838.9375,0,.,1683.57,"568,240.00",2338.5,23.20000076,596.69104,596.69104,0,0,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,518,8784
Forcing Wind,Average,2024,Intertie,AB Interties,4016518682,930.7880249,3306,"3,306.00",91.62,43.63,43.63,45.44,.,.,.,.,0,0,.,0,"73,584,376.00",8176042,8176042,0,79.02,0,73584376,377709.7813,377709.7813,0,.,359723.53,"17,986.00",0,0,96.62162018,67.52733612,0,29.09428406,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,519,6941
Base Case,Average,2025,MRO,MidwestReliabilityOrganization,4272396904,276.8381348,306,306,95.66,45.55,45.55,47.04,.,.,.,.,0,0,.,0,"21,825,918.00",2425102,2425102,0,93.87,0,21825918,115978.6641,115978.6641,0,.,110455.85,"5,523.00",0,0,0,0,0,0,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,273,8223
Base Case,Average,2025,AB,Alberta,4272396904,10576.67969,16698.58789,"14,006.00",102.81,28.74,29.43,20.83,"900,293.00","448,512.00","631,593.00","476,041.00",268699.78,-27529.14,.,0,"339,710,496.00",92651712,92651712,0,6.71,8.34,339710496,4414515.5,4414515.5,0,.,1380591.38,"1,645,685.00",1593.92,455.6773987,666.0811157,666.0811157,0,0,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,274,8760
Base Case,Average,2025,AB_CCCT_NG,AB_CCCT_NG,4272396904,3015.175049,4282.121094,"3,910.00",87.41,38.15,38.81,37.18,"341,098.00","166,203.00","187,561.00","166,203.00",153537.63,0,.,0,"178,751,008.00",26412932,26412932,0,4.71,29.73,178751008,1259844.875,1259844.875,0,.,763591.94,"-31,882.00",207.15,165.2112885,37.64405441,37.64405441,0,0,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,275,8760
Base Case,Average,2025,AB_HY_WAT,AB_HY_WAT,4272396904,250.5209656,894,251,6.35,3.02,3.02,3.12,"30,792.00","6,636.00","30,792.00","6,636.00",0,0,.,0,0,2194563.5,2194563.5,0,0,0,0,103998.0703,103998.0703,0,.,0,"66,570.00",0,0,615.2250977,615.2250977,0,0,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,276,8760
Base Case,Average,2025,AB_OtherTech_NG,AB_OtherTech_NG,4272396904,89.2878418,97.98904419,89,83.22,39.63,41.48,42.89,"4,334.00","6,458.00","4,334.00","6,458.00",0,0,.,0,"5,799,727.50",782161.5,782161.5,0,0,0,5799727.5,37268.95313,37268.95313,0,.,25255.54,458,4.77,3.930410862,0,0,0,0,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,277,8760
Base Case,Average,2025,AB_SCCT_NG,AB_SCCT_NG,4272396904,6361.851074,8595.598633,"8,074.00",57.58,24.65,25.37,16.2,"368,573.00","266,048.00","253,410.00","266,048.00",115162.16,0,.,0,"135,507,248.00",55729816,55729816,0,2,0.06,135507248,2655019.75,2655019.75,0,.,590036,"1,412,525.00",332.2,189.1003418,13.21199894,13.21199894,0,0,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,278,8760
Base Case,Average,2025,AB_SCCT_OT,AB_SCCT_OT,4272396904,85.62976837,94,86,10.96,5.22,5.24,5.41,"5,518.00","3,220.00","5,518.00","3,220.00",0,0,.,0,"8,171,485.00",750116.81,750116.81,0,0,0,8171485,35701.18359,35701.18359,0,.,710.15,"26,253.00",3.67,4.699999809,0,0,0,0,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,279,8760
Base Case,Average,2025,AB_ST_Coal,AB_ST_Coal,4272396904,0,929,817,719.35,56.35,57.56,,"70,805.00",.,"70,805.00",.,0,0,.,0,0,0,0,0,0,0,0,0,0,0,.,0,"-70,805.00",38.57,73.81095886,0,0,0,0,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,280,0
Base Case,Average,2025,AB_ST_OT,AB_ST_OT,4272396904,301.9983521,340,302,9.78,4.66,4.67,4.82,"28,001.00","11,358.00","28,001.00","11,358.00",0,0,.,0,"11,481,031.00",2645505.5,2645505.5,0,0,0,11481031,125910.6328,125910.6328,0,.,997.77,"85,554.00",21,17,0,0,0,0,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,281,8760
Base Case,Average,2025,AB_ST_SUN,AB_ST_SUN,4272396904,3.645370722,15,4,0,0,0,0,550,.,550,.,0,0,.,0,0,31933.45,31933.45,0,0,0,0,1521.268433,1521.268433,0,.,0,971,9.85,1.5,0,0,0,0,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,282,4617
Base Case,Average,2025,AB_WT_WND,AB_WT_WND,4272396904,468.571106,1445,468,-5.79,-2.76,-2.76,-2.87,"50,441.00","-11,411.00","50,441.00","16,118.00",0,-27529.14,.,0,0,4104683,4104683,0,0,0,0,195250.8906,195250.8906,0,.,0,"156,221.00",976.51,0,0,0,0,0,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,283,8684
Base Case,Average,2025,AB_Renewables,Alberta Renewables Group,4272396904,1110.365601,2788,"1,110.00",3.42,1.63,1.63,1.22,"115,302.00","9,803.00","115,302.00","37,332.00",0,-27529.14,.,0,"19,652,516.00",9726802,9726802,0,0,0,19652516,462382.0313,462382.0313,0,.,1707.91,"335,569.00",1011.04,23.20000076,615.2250977,615.2250977,0,0,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,284,8760
Base Case,Average,2025,Intertie,AB Interties,4272396904,1310.20874,3306,"3,306.00",95.66,45.55,45.55,47.12,.,.,.,.,0,0,.,0,"103,296,856.00",11477428,11477428,0,93.87,0,103296856,550166.0625,550166.0625,0,.,523656.16,"26,510.00",0,0,96.62158966,83.47399139,0,13.14759922,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,285,8223
Forcing Wind,Average,2025,MRO,MidwestReliabilityOrganization,4172399081,197.5027771,306,306,95.66,45.55,45.55,47.06,.,.,.,.,0,0,.,0,"15,571,119.00",1730124.38,1730124.38,0,69.82,0,15571119,82760.33594,82760.33594,0,.,78819.35,"3,941.00",0,0,0,0,0,0,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,819,6116
Forcing Wind,Average,2025,AB,Alberta,4172399081,11183.27051,18798.58789,"14,776.00",99.2,27.13,27.78,18.86,"973,597.00","417,502.00","704,898.00","490,549.00",268699.78,-73047.63,.,0,"328,913,792.00",97965448,97965448,0,30.18,7.91,328913792,4560309.5,4560309.5,0,.,1333287.5,"1,797,867.00",2923.66,455.6773987,666.0811157,666.0811157,0,0,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,820,8760
Forcing Wind,Average,2025,AB_CCCT_NG,AB_CCCT_NG,4172399081,2890.546143,4282.121094,"3,910.00",87.41,38.15,38.81,36.95,"341,098.00","157,190.00","187,561.00","157,190.00",153537.63,0,.,0,"170,836,624.00",25321186,25321186,0,22.69,29.73,170836624,1183879.25,1183879.25,0,.,728863.88,"-63,107.00",207.15,165.2112885,65.25153351,65.25153351,0,0,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,821,8760
Forcing Wind,Average,2025,AB_HY_WAT,AB_HY_WAT,4172399081,250.5209656,894,251,6.35,3.02,3.02,3.12,"30,792.00","6,636.00","30,792.00","6,636.00",0,0,.,0,0,2194563.5,2194563.5,0,0,0,0,101716.375,101716.375,0,.,0,"64,288.00",0,0,587.4747314,587.4747314,0,0,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,822,8760
Forcing Wind,Average,2025,AB_OtherTech_NG,AB_OtherTech_NG,4172399081,89.00234985,97.98904419,89,83.22,39.63,41.48,42.9,"4,334.00","6,437.00","4,334.00","6,437.00",0,0,.,0,"5,782,216.50",779660.56,779660.56,0,0.13,0,5782216.5,36306.12891,36306.12891,0,.,25182.76,-409,4.77,3.930410862,0,0,0,0,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,823,8760
Forcing Wind,Average,2025,AB_SCCT_NG,AB_SCCT_NG,4172399081,6318.861328,8595.598633,"8,074.00",57.77,24.65,25.37,16.01,"368,573.00","262,939.00","253,410.00","262,939.00",115162.16,0,.,0,"132,642,432.00",55353224,55353224,0,7.36,0.06,132642432,2576720.25,2576720.25,0,.,577532.88,"1,350,215.00",332.2,189.1003418,13.3548851,13.3548851,0,0,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,824,8760
Forcing Wind,Average,2025,AB_SCCT_OT,AB_SCCT_OT,4172399081,85.62976837,94,86,10.96,5.22,5.24,5.41,"5,518.00","3,220.00","5,518.00","3,220.00",0,0,.,0,"8,171,485.00",750116.81,750116.81,0,0,0,8171485,34865.57813,34865.57813,0,.,710.15,"25,417.00",3.67,4.699999809,0,0,0,0,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,825,8760
Forcing Wind,Average,2025,AB_ST_Coal,AB_ST_Coal,4172399081,0,929,817,750.76,56.35,57.56,,"70,805.00",.,"70,805.00",.,0,0,.,0,0,0,0,0,0,0,0,0,0,0,.,0,"-70,805.00",38.57,73.81095886,0,0,0,0,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,826,0
Forcing Wind,Average,2025,AB_ST_OT,AB_ST_OT,4172399081,301.9983521,340,302,9.78,4.66,4.67,4.82,"28,001.00","11,358.00","28,001.00","11,358.00",0,0,.,0,"11,481,031.00",2645505.5,2645505.5,0,0,0,11481031,122963.625,122963.625,0,.,997.77,"82,607.00",21,17,0,0,0,0,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,827,8760
Forcing Wind,Average,2025,AB_ST_SUN,AB_ST_SUN,4172399081,3.645370722,15,4,0,0,0,0,550,.,550,.,0,0,.,0,0,31933.45,31933.45,0,0,0,0,1511.234985,1511.234985,0,.,0,961,9.85,1.5,0,0,0,0,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,828,4617
Forcing Wind,Average,2025,AB_WT_WND,AB_WT_WND,4172399081,1243.066528,3545,"1,239.00",-5.84,-2.78,-2.78,-2.87,"123,746.00","-30,279.00","123,746.00","42,769.00",0,-73047.63,.,0,0,10889262,10889262,0,0,0,0,502347.0938,502347.0938,0,.,0,"408,880.00",2306.25,0,0,0,0,0,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,829,8760
Forcing Wind,Average,2025,AB_Renewables,Alberta Renewables Group,4172399081,1884.860962,4888,"1,881.00",-0.32,-0.15,-0.15,-0.46,"188,607.00","-9,065.00","188,607.00","63,983.00",0,-73047.63,.,0,"19,652,516.00",16511382,16511382,0,0,0,19652516,763403.9375,763403.9375,0,.,1707.91,"582,154.00",2340.78,23.20000076,587.4747314,587.4747314,0,0,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,830,8760
Forcing Wind,Average,2025,Intertie,AB Interties,4172399081,703.6176147,3306,"3,306.00",95.66,45.55,45.55,47.05,.,.,.,.,0,0,.,0,"55,473,216.00",6163690.5,6163690.5,0,69.82,0,55473216,294831.9063,294831.9063,0,.,280792.25,"14,040.00",0,0,96.62162018,57.3773613,0,39.2442627,0,0,0,2025,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,831,6116
Base Case,Average,2026,MRO,MidwestReliabilityOrganization,4502931457,249.2067108,306,306,100.66,47.93,47.93,49.53,.,.,.,.,0,0,.,0,"19,647,458.00",2183050.75,2183050.75,0,86.39,0,19647458,109912.7109,109912.7109,0,.,104678.76,"5,234.00",0,0,0,0,0,0,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,117,7568
Base Case,Average,2026,AB,Alberta,4502931457,10938.97363,17118.96094,"14,397.00",102.2,30.05,30.75,22.15,"982,308.00","464,942.00","661,435.00","493,190.00",320873.09,-28248.15,.,0,"358,819,872.00",95825416,95825416,0,13.64,10.8,358819872,4774066.5,4774066.5,0,.,1541773.63,"1,737,101.00",1606.01,472.3681946,671.4898682,671.4898682,0,0,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,118,8760
Base Case,Average,2026,AB_CCCT_NG,AB_CCCT_NG,4502931457,3383.915771,4702.494141,"4,297.00",89.26,39.29,39.92,38.25,"415,951.00","178,621.00","209,720.00","178,621.00",206230.91,0,.,0,"198,573,040.00",29643104,29643104,0,9.12,36.06,198573040,1479030,1479030,0,.,892363.56,"-34,517.00",223.29,181.9020996,44.14407349,44.14407349,0,0,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,119,8760
Base Case,Average,2026,AB_HY_WAT,AB_HY_WAT,4502931457,250.5209656,894,251,6.46,3.08,3.08,3.18,"31,325.00","6,751.00","31,325.00","6,751.00",0,0,.,0,0,2194563.5,2194563.5,0,0,0,0,108736.7266,108736.7266,0,.,0,"70,661.00",0,0,612.9851074,612.9851074,0,0,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,120,8760
Base Case,Average,2026,AB_OtherTech_NG,AB_OtherTech_NG,4502931457,89.28521729,97.98904419,89,87.52,41.68,43.64,45.12,"4,409.00","6,569.00","4,409.00","6,569.00",0,0,.,0,"5,799,566.50",782138.5,782138.5,0,0.01,0,5799566.5,38964.09766,38964.09766,0,.,26718.3,388,4.77,3.930410862,0,0,0,0,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,121,8760
Base Case,Average,2026,AB_SCCT_NG,AB_SCCT_NG,4502931457,6351.353027,8595.598633,"8,074.00",60.26,25.83,26.6,16.92,"372,438.00","269,880.00","257,795.00","269,880.00",114642.2,0,.,0,"134,794,752.00",55637856,55637856,0,4.51,0.06,134794752,2771548.25,2771548.25,0,.,620954.31,"1,487,826.00",332.2,189.1003418,14.36069584,14.36069584,0,0,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,122,8760
Base Case,Average,2026,AB_SCCT_OT,AB_SCCT_OT,4502931457,85.62976837,94,86,11.15,5.31,5.33,5.51,"5,613.00","3,276.00","5,613.00","3,276.00",0,0,.,0,"8,171,485.00",750116.81,750116.81,0,0,0,8171485,37324.5,37324.5,0,.,722.44,"27,713.00",3.67,4.699999809,0,0,0,0,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,123,8760
Base Case,Average,2026,AB_ST_Coal,AB_ST_Coal,4502931457,0,929,817,681.8,57.1,58.33,,"72,030.00",.,"72,030.00",.,0,0,.,0,0,0,0,0,0,0,0,0,0,0,.,0,"-72,030.00",38.57,73.81095886,0,0,0,0,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,124,0
Base Case,Average,2026,AB_ST_OT,AB_ST_OT,4502931457,301.9983521,340,302,9.95,4.74,4.75,4.91,"28,485.00","11,554.00","28,485.00","11,554.00",0,0,.,0,"11,481,031.00",2645505.5,2645505.5,0,0,0,11481031,131635.7344,131635.7344,0,.,1015.03,"90,581.00",21,17,0,0,0,0,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,125,8760
Base Case,Average,2026,AB_ST_SUN,AB_ST_SUN,4502931457,3.63727355,15,4,0,0,0,0,560,.,560,.,0,0,.,0,0,31862.52,31862.52,0,0,0,0,1595.51062,1595.51062,0,.,0,"1,036.00",9.86,1.5,0,0,0,0,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,126,4617
Base Case,Average,2026,AB_WT_WND,AB_WT_WND,4502931457,472.6333313,1445,473,-5.89,-2.81,-2.81,-2.92,"51,314.00","-11,709.00","51,314.00","16,539.00",0,-28248.15,.,0,0,4140268,4140268,0,0,0,0,205231.8125,205231.8125,0,.,0,"165,627.00",972.45,0,0,0,0,0,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,127,8692
Base Case,Average,2026,AB_Renewables,Alberta Renewables Group,4502931457,1114.419678,2788,"1,114.00",3.44,1.64,1.64,1.23,"117,297.00","9,872.00","117,297.00","38,120.00",0,-28248.15,.,0,"19,652,516.00",9762316,9762316,0,0,0,19652516,484524.2813,484524.2813,0,.,1737.47,"355,618.00",1006.99,23.20000076,612.9851074,612.9851074,0,0,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,128,8760
Base Case,Average,2026,Intertie,AB Interties,4502931457,1031.126099,3306,"3,306.00",100.66,47.93,47.93,49.58,.,.,.,.,0,0,.,0,"81,293,984.00",9032665,9032665,0,86.39,0,81293984,455311.8125,455311.8125,0,.,433613.22,"21,699.00",0,0,96.62162018,73.75670624,0,22.86491203,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,129,7568
Forcing Wind,Average,2026,MRO,MidwestReliabilityOrganization,4368822824,162.1012878,306,306,100.66,47.93,47.93,49.47,.,.,.,.,0,0,.,0,"12,780,065.00",1420007.25,1420007.25,0,59.06,0,12780065,71414,71414,0,.,68013.32,"3,401.00",0,0,0,0,0,0,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,585,5174
Forcing Wind,Average,2026,AB,Alberta,4368822824,11468.02539,19218.96094,"15,174.00",99.35,28.4,29.06,19.95,"1,056,882.00","427,095.00","736,009.00","502,013.00",320873.09,-74917.12,.,0,"342,772,096.00",100459896,100459896,0,40.94,10.26,342772096,4859303,4859303,0,.,1467179.63,"1,862,569.00",2929.6,472.3681946,671.4898682,671.4898682,0,0,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,586,8760
Forcing Wind,Average,2026,AB_CCCT_NG,AB_CCCT_NG,4368822824,3196.054199,4702.494141,"4,297.00",89.26,39.29,39.92,37.88,"415,951.00","164,802.00","209,720.00","164,802.00",206230.91,0,.,0,"186,706,176.00",27997436,27997436,0,29.33,36.06,186706176,1361584,1361584,0,.,837074.06,"-81,124.00",223.29,181.9020996,75.70249176,75.70249176,0,0,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,587,8760
Forcing Wind,Average,2026,AB_HY_WAT,AB_HY_WAT,4368822824,250.5209656,894,251,6.46,3.08,3.08,3.18,"31,325.00","6,751.00","31,325.00","6,751.00",0,0,.,0,0,2194563.5,2194563.5,0,0,0,0,105690.2734,105690.2734,0,.,0,"67,614.00",0,0,581.5450439,581.5450439,0,0,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,588,8760
Forcing Wind,Average,2026,AB_OtherTech_NG,AB_OtherTech_NG,4368822824,88.36322021,97.98904419,89,87.52,41.68,43.64,45.14,"4,409.00","6,501.00","4,409.00","6,501.00",0,0,.,0,"5,743,014.50",774061.81,774061.81,0,0.35,0,5743014.5,37481.14453,37481.14453,0,.,26458.15,-758,4.77,3.930410862,0,0,0,0,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,589,8760
Forcing Wind,Average,2026,AB_SCCT_NG,AB_SCCT_NG,4368822824,6288.626953,8595.598633,"8,074.00",60.52,25.83,26.6,16.63,"372,438.00","265,264.00","257,795.00","265,264.00",114642.2,0,.,0,"130,670,400.00",55088372,55088372,0,11.26,0.06,130670400,2664512.25,2664512.25,0,.,601909.94,"1,405,075.00",332.2,189.1003418,14.24234962,14.24234962,0,0,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,590,8760
Forcing Wind,Average,2026,AB_SCCT_OT,AB_SCCT_OT,4368822824,85.62976837,94,86,11.15,5.31,5.33,5.51,"5,613.00","3,276.00","5,613.00","3,276.00",0,0,.,0,"8,171,485.00",750116.81,750116.81,0,0,0,8171485,36212.88281,36212.88281,0,.,722.44,"26,601.00",3.67,4.699999809,0,0,0,0,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,591,8760
Forcing Wind,Average,2026,AB_ST_Coal,AB_ST_Coal,4368822824,0,929,817,725.12,57.1,58.33,,"72,030.00",.,"72,030.00",.,0,0,.,0,0,0,0,0,0,0,0,0,0,0,.,0,"-72,030.00",38.57,73.81095886,0,0,0,0,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,592,0
Forcing Wind,Average,2026,AB_ST_OT,AB_ST_OT,4368822824,301.9983521,340,302,9.95,4.74,4.75,4.91,"28,485.00","11,554.00","28,485.00","11,554.00",0,0,.,0,"11,481,031.00",2645505.5,2645505.5,0,0,0,11481031,127715.2813,127715.2813,0,.,1015.03,"86,661.00",21,17,0,0,0,0,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,593,8760
Forcing Wind,Average,2026,AB_ST_SUN,AB_ST_SUN,4368822824,3.63727355,15,4,0,0,0,0,560,.,560,.,0,0,.,0,0,31862.52,31862.52,0,0,0,0,1576.046753,1576.046753,0,.,0,"1,016.00",9.86,1.5,0,0,0,0,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,594,4617
Forcing Wind,Average,2026,AB_WT_WND,AB_WT_WND,4368822824,1253.19397,3545,"1,249.00",-5.94,-2.83,-2.83,-2.92,"125,887.00","-31,054.00","125,887.00","43,863.00",0,-74917.12,.,0,0,10977980,10977980,0,0,0,0,524530.875,524530.875,0,.,0,"429,698.00",2296.04,0,0,0,0,0,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,595,8760
Forcing Wind,Average,2026,AB_Renewables,Alberta Renewables Group,4368822824,1894.980347,4888,"1,891.00",-0.36,-0.17,-0.17,-0.48,"191,870.00","-9,473.00","191,870.00","65,445.00",0,-74917.12,.,0,"19,652,516.00",16600028,16600028,0,0,0,19652516,795725.375,795725.375,0,.,1737.47,"611,590.00",2330.57,23.20000076,581.5450439,581.5450439,0,0,0,0,0,2026,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,596,8760
