Run_ID,Condition,Time_Period,ID,Name,Pool_Total_Revenue,Output,Capacity,Capability,Dispatch_Cost,Incr_Cost,Full_Load_Cost,Net_Cost,Fixed_Cost,Variable_OM_Cost,Fixed_Cost_Base,Variable_OM_Cost_Base,Fixed_Cost_Aux1,Variable_OM_Cost_Aux1,Fixed_Cost_Aux2,Variable_OM_Cost_Aux2,Fuel_Usage,Output_MWH,Output_MWH_Primary,Output_MWH_Secondary,Percent_Marginal,Percent_Committed,Primary_Fuel_Usage,Revenue,Energy_Revenue,Capacity_Revenue,Secondary_Fuel_Usage,Total_Fuel_Cost,Value,Forced_Outage,Maint_Outage,Used_For_Op_Reserve,Spin_Reserve,Spin_Reserve_Revenue,Non_Spin_Reserve,Non_Spin_Reserve_Revenue,Input_Spin_Reserve,Input_Spin_Reserve_Revenue,Report_Year,Report_Month,Report_Day,Report_Hour,LT_Iteration,Risk_Iteration,Study_Info,Record_Number,Total_Hours_Run
Base Case,Average,2022,AB,Alberta,3803798786,9829.532227,15857.8418,"13,244.00",102.1,26.22,26.87,18.28,"726,146.00","406,440.00","564,786.00","433,344.00",161360.05,-26904.17,.,0,"298,578,528.00",86106704,86106704,0,6.96,2.96,298578528,3742714,3742714,0,.,1099092.75,"1,492,958.00",1548.24,422.3087769,650.7243042,650.7243042,0,0,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,79,8760
Base Case,Average,2022,AB_CCCT_NG,AB_CCCT_NG,3803798786,2249.846924,3441.375244,"3,135.00",85.42,36.56,37.29,36.01,"192,766.00","138,182.00","142,883.00","138,182.00",49883.58,0,.,0,"137,269,584.00",19708658,19708658,0,4.86,12.36,137269584,858600.3125,858600.3125,0,.,540502.38,"-21,245.00",174.85,131.8296814,29.73862267,29.73862267,0,0,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,80,8760
Base Case,Average,2022,AB_HY_WAT,AB_HY_WAT,3803798786,250.5209656,894,251,6.03,2.87,2.87,2.97,"29,258.00","6,305.00","29,258.00","6,305.00",0,0,.,0,0,2194563.5,2194563.5,0,0,0,0,93863.9375,93863.9375,0,.,0,"58,301.00",0,0,609.8864746,609.8864746,0,0,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,81,8760
Base Case,Average,2022,AB_OtherTech_NG,AB_OtherTech_NG,3803798786,89.2878418,97.98904419,89,75.16,35.79,37.44,38.73,"4,118.00","6,136.00","4,118.00","6,136.00",0,0,.,0,"5,799,727.50",782161.5,782161.5,0,0,0,5799727.5,33989.76953,33989.76953,0,.,22799.16,541,4.77,3.930410862,0,0,0,0,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,82,8760
Base Case,Average,2022,AB_SCCT_NG,AB_SCCT_NG,3803798786,6366.615234,8595.598633,"8,074.00",52.41,22.39,23.03,14.75,"352,258.00","253,117.00","240,781.00","253,117.00",111476.47,0,.,0,"135,856,720.00",55771548,55771548,0,2.1,0.06,135856720,2423328.75,2423328.75,0,.,534168.38,"1,274,499.00",332.22,189.113327,11.0992012,11.0992012,0,0,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,83,8760
Base Case,Average,2022,AB_SCCT_OT,AB_SCCT_OT,3803798786,85.62976837,94,86,10.42,4.96,4.98,5.14,"5,243.00","3,060.00","5,243.00","3,060.00",0,0,.,0,"8,171,485.00",750116.81,750116.81,0,0,0,8171485,32535.58594,32535.58594,0,.,674.76,"23,558.00",3.67,4.699999809,0,0,0,0,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,84,8760
Base Case,Average,2022,AB_ST_Coal,AB_ST_Coal,3803798786,0,929,817,754.29,54.14,55.31,,"67,276.00",.,"67,276.00",.,0,0,.,0,0,0,0,0,0,0,0,0,0,0,.,0,"-67,276.00",38.57,73.81095886,0,0,0,0,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,85,0
Base Case,Average,2022,AB_ST_OT,AB_ST_OT,3803798786,301.9983521,340,302,9.29,4.42,4.44,4.58,"26,605.00","10,791.00","26,605.00","10,791.00",0,0,.,0,"11,481,031.00",2645505.5,2645505.5,0,0,0,11481031,114746.2266,114746.2266,0,.,948.04,"76,401.00",21,17,0,0,0,0,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,86,8760
Base Case,Average,2022,AB_ST_SUN,AB_ST_SUN,3803798786,3.65064311,15,4,0,0,0,0,523,.,523,.,0,0,.,0,0,31979.63,31979.63,0,0,0,0,1364.610962,1364.610962,0,.,0,842,9.85,1.5,0,0,0,0,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,87,4616
Base Case,Average,2022,AB_WT_WND,AB_WT_WND,3803798786,481.9826355,1445,482,-5.5,-2.62,-2.62,-2.73,"47,927.00","-11,152.00","47,927.00","15,752.00",0,-26904.17,.,0,0,4222168,4222168,0,0,0,0,184284.6875,184284.6875,0,.,0,"147,510.00",963.1,0,0,0,0,0,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,88,8687
Base Case,Average,2022,AB_Renewables,Alberta Renewables Group,3803798786,1123.782349,2788,"1,124.00",3.16,1.5,1.51,1.11,"109,555.00","9,005.00","109,555.00","35,909.00",0,-26904.17,.,0,"19,652,516.00",9844334,9844334,0,0,0,19652516,426795.0625,426795.0625,0,.,1622.8,"306,612.00",997.63,23.20000076,609.8864746,609.8864746,0,0,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,89,8760
Base Case,Average,2022,Intertie,AB Interties,3803798786,1434.610718,3306,"3,306.00",86.93,41.4,41.4,43.38,.,.,.,.,0,0,.,0,"113,104,704.00",12567190,12567190,0,95.41,0,113104704,554189.25,554189.25,0,.,527799.13,"26,390.00",0,0,71.5,64.70097351,0,6.799029827,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,90,8358
Forcing Wind,Average,2022,MRO,MidwestReliabilityOrganization,3719101324,213.7413025,306,306,86.93,41.4,41.4,43,.,.,.,.,0,0,.,0,"16,851,364.00",1872373.75,1872373.75,0,74.49,0,16851364,81847.71875,81847.71875,0,.,77950.2,"3,898.00",0,0,0,0,0,0,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,546,6525
Forcing Wind,Average,2022,AB,Alberta,3719101324,10466.94531,17957.8418,"14,018.00",98.13,24.65,25.26,16.44,"795,798.00","378,750.00","634,438.00","449,112.00",161360.05,-70362.15,.,0,"289,422,976.00",91690440,91690440,0,25.53,2.8,289422976,3901323.25,3901323.25,0,.,1063136.5,"1,646,172.00",2874.14,422.3087769,650.7243042,650.7243042,0,0,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,547,8760
Forcing Wind,Average,2022,AB_CCCT_NG,AB_CCCT_NG,3719101324,2147.264648,3441.375244,"3,135.00",85.42,36.56,37.29,35.9,"192,766.00","131,133.00","142,883.00","131,133.00",49883.58,0,.,0,"130,695,424.00",18810038,18810038,0,19.84,12.36,130695424,804846.125,804846.125,0,.,514737.28,"-41,751.00",174.85,131.8296814,54.0184021,54.0184021,0,0,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,548,8760
Forcing Wind,Average,2022,AB_HY_WAT,AB_HY_WAT,3719101324,250.5209656,894,251,6.03,2.87,2.87,2.97,"29,258.00","6,305.00","29,258.00","6,305.00",0,0,.,0,0,2194563.5,2194563.5,0,0,0,0,91914.55469,91914.55469,0,.,0,"56,352.00",0,0,585.5186157,585.5186157,0,0,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,549,8760
Forcing Wind,Average,2022,AB_OtherTech_NG,AB_OtherTech_NG,3719101324,89.09303284,97.98904419,89,75.16,35.79,37.44,38.74,"4,118.00","6,123.00","4,118.00","6,123.00",0,0,.,0,"5,787,778.50",780455,780455,0,0.06,0,5787778.5,33179.03516,33179.03516,0,.,22756.25,-213,4.77,3.930410862,0,0,0,0,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,550,8760
Forcing Wind,Average,2022,AB_SCCT_NG,AB_SCCT_NG,3719101324,6328.581543,8595.598633,"8,074.00",52.58,22.39,23.03,14.6,"352,258.00","250,504.00","240,781.00","250,504.00",111476.47,0,.,0,"133,287,272.00",55438376,55438376,0,5.63,0.06,133287272,2356197.5,2356197.5,0,.,524020.22,"1,220,305.00",332.22,189.113327,11.18729401,11.18729401,0,0,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,551,8760
Forcing Wind,Average,2022,AB_SCCT_OT,AB_SCCT_OT,3719101324,85.62976837,94,86,10.42,4.96,4.98,5.14,"5,243.00","3,060.00","5,243.00","3,060.00",0,0,.,0,"8,171,485.00",750116.81,750116.81,0,0,0,8171485,31811.13086,31811.13086,0,.,674.76,"22,834.00",3.67,4.699999809,0,0,0,0,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,552,8760
Forcing Wind,Average,2022,AB_ST_Coal,AB_ST_Coal,3719101324,0,929,817,782.27,54.14,55.31,,"67,276.00",.,"67,276.00",.,0,0,.,0,0,0,0,0,0,0,0,0,0,0,.,0,"-67,276.00",38.57,73.81095886,0,0,0,0,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,553,0
Forcing Wind,Average,2022,AB_ST_OT,AB_ST_OT,3719101324,301.9983521,340,302,9.29,4.42,4.44,4.58,"26,605.00","10,791.00","26,605.00","10,791.00",0,0,.,0,"11,481,031.00",2645505.5,2645505.5,0,0,0,11481031,112191.2266,112191.2266,0,.,948.04,"73,846.00",21,17,0,0,0,0,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,554,8760
Forcing Wind,Average,2022,AB_ST_SUN,AB_ST_SUN,3719101324,3.65064311,15,4,0,0,0,0,523,.,523,.,0,0,.,0,0,31979.63,31979.63,0,0,0,0,1358.390747,1358.390747,0,.,0,836,9.85,1.5,0,0,0,0,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,555,4616
Forcing Wind,Average,2022,AB_WT_WND,AB_WT_WND,3719101324,1260.206177,3545,"1,256.00",-5.55,-2.64,-2.64,-2.73,"117,579.00","-29,166.00","117,579.00","41,196.00",0,-70362.15,.,0,0,11039406,11039406,0,0,0,0,469825.3125,469825.3125,0,.,0,"381,412.00",2289.01,0,0,0,0,0,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,556,8760
Forcing Wind,Average,2022,AB_Renewables,Alberta Renewables Group,3719101324,1902.005859,4888,"1,898.00",-0.35,-0.17,-0.16,-0.46,"179,207.00","-9,009.00","179,207.00","61,353.00",0,-70362.15,.,0,"19,652,516.00",16661572,16661572,0,0,0,19652516,707100.625,707100.625,0,.,1622.8,"535,280.00",2323.53,23.20000076,585.5186157,585.5186157,0,0,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,557,8760
Forcing Wind,Average,2022,Intertie,AB Interties,3719101324,797.197998,3306,"3,306.00",86.93,41.4,41.4,43.18,.,.,.,.,0,0,.,0,"62,851,088.00",6983454,6983454,0,74.49,0,62851088,306511.6563,306511.6563,0,.,291915.81,"14,596.00",0,0,71.5,46.35256958,0,25.14743233,0,0,0,2022,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,558,6525
Base Case,Average,2023,MRO,MidwestReliabilityOrganization,3898279359,298.7824402,306,306,88.37,42.08,42.08,43.55,.,.,.,.,0,0,.,0,"23,556,008.00",2617334.25,2617334.25,0,98.69,0,23556008,115867.0469,115867.0469,0,.,110349.55,"5,517.00",0,0,0,0,0,0,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,312,8645
Base Case,Average,2023,AB,Alberta,3898279359,9843.357422,15857.8418,"13,241.00",103.3,26.73,27.4,18.69,"738,284.00","414,584.00","574,459.00","441,817.00",163825.19,-27232.29,.,0,"299,684,928.00",86227816,86227816,0,5.18,2.96,299684928,3824302,3824302,0,.,1121352.5,"1,525,886.00",1550.56,422.3087769,653.5357056,653.5357056,0,0,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,313,8760
Base Case,Average,2023,AB_CCCT_NG,AB_CCCT_NG,3898279359,2260.012451,3441.375244,"3,135.00",87.15,37.32,38.06,36.76,"196,068.00","141,259.00","145,330.00","141,259.00",50737.91,0,.,0,"137,956,512.00",19797708,19797708,0,2.99,12.36,137956512,879677.625,879677.625,0,.,551993.94,"-21,042.00",174.85,131.8296814,28.75794792,28.75794792,0,0,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,314,8760
Base Case,Average,2023,AB_HY_WAT,AB_HY_WAT,3898279359,250.5209656,894,251,6.14,2.92,2.92,3.02,"29,759.00","6,413.00","29,759.00","6,413.00",0,0,.,0,0,2194563.5,2194563.5,0,0,0,0,95826.20313,95826.20313,0,.,0,"59,654.00",0,0,613.0386963,613.0386963,0,0,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,315,8760
Base Case,Average,2023,AB_OtherTech_NG,AB_OtherTech_NG,3898279359,89.2878418,97.98904419,89,76.71,36.53,38.21,39.53,"4,188.00","6,241.00","4,188.00","6,241.00",0,0,.,0,"5,799,727.50",782161.5,782161.5,0,0,0,5799727.5,34682.37891,34682.37891,0,.,23171.95,559,4.77,3.930410862,0,0,0,0,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,316,8760
Base Case,Average,2023,AB_SCCT_NG,AB_SCCT_NG,3898279359,6372.598633,8595.598633,"8,074.00",53.46,22.84,23.5,15.07,"357,993.00","257,870.00","244,905.00","257,870.00",113087.28,0,.,0,"136,276,176.00",55823964,55823964,0,2.19,0.06,136276176,2474905.25,2474905.25,0,.,544536.06,"1,302,232.00",332.22,189.113327,11.73906898,11.73906898,0,0,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,317,8760
Base Case,Average,2023,AB_SCCT_OT,AB_SCCT_OT,3898279359,85.62976837,94,86,10.6,5.05,5.06,5.23,"5,333.00","3,112.00","5,333.00","3,112.00",0,0,.,0,"8,171,485.00",750116.81,750116.81,0,0,0,8171485,33200.28125,33200.28125,0,.,686.31,"24,069.00",3.67,4.699999809,0,0,0,0,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,318,8760
Base Case,Average,2023,AB_ST_Coal,AB_ST_Coal,3898279359,0,929,817,755.89,54.87,56.05,,"68,428.00",.,"68,428.00",.,0,0,.,0,0,0,0,0,0,0,0,0,0,0,.,0,"-68,428.00",38.57,73.81095886,0,0,0,0,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,319,0
Base Case,Average,2023,AB_ST_OT,AB_ST_OT,3898279359,301.9983521,340,302,9.45,4.5,4.51,4.66,"27,061.00","10,976.00","27,061.00","10,976.00",0,0,.,0,"11,481,031.00",2645505.5,2645505.5,0,0,0,11481031,117090.4766,117090.4766,0,.,964.28,"78,089.00",21,17,0,0,0,0,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,320,8760
Base Case,Average,2023,AB_ST_SUN,AB_ST_SUN,3898279359,3.659744263,15,4,0,0,0,0,532,.,532,.,0,0,.,0,0,32059.36,32059.36,0,0,0,0,1392.571045,1392.571045,0,.,0,861,9.84,1.5,0,0,0,0,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,321,4618
Base Case,Average,2023,AB_WT_WND,AB_WT_WND,3898279359,479.6497803,1445,480,-5.59,-2.66,-2.66,-2.78,"48,748.00","-11,288.00","48,748.00","15,944.00",0,-27232.29,.,0,0,4201732,4201732,0,0,0,0,187527.0313,187527.0313,0,.,0,"150,067.00",965.44,0,0,0,0,0,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,322,8683
Base Case,Average,2023,AB_Renewables,Alberta Renewables Group,3898279359,1121.458618,2788,"1,121.00",3.23,1.54,1.54,1.14,"111,432.00","9,214.00","111,432.00","36,446.00",0,-27232.29,.,0,"19,652,516.00",9823977,9823977,0,0,0,19652516,435036.5625,435036.5625,0,.,1650.59,"312,740.00",999.95,23.20000076,613.0386963,613.0386963,0,0,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,323,8760
Base Case,Average,2023,Intertie,AB Interties,3898279359,1850.524292,3306,"3,306.00",88.37,42.08,42.08,43.96,.,.,.,.,0,0,.,0,"145,895,328.00",16210592,16210592,0,98.69,0,145895328,727305.6875,727305.6875,0,.,689935.63,"37,370.00",0,0,96.62142944,93.30143738,0,3.319989443,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,324,8645
Forcing Wind,Average,2023,MRO,MidwestReliabilityOrganization,3841713898,250.41185,306,306,88.37,42.08,42.08,43.63,.,.,.,.,0,0,.,0,"19,742,470.00",2193607.75,2193607.75,0,85.29,0,19742470,97293.39844,97293.39844,0,.,92660.37,"4,633.00",0,0,0,0,0,0,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,702,7471
Forcing Wind,Average,2023,AB,Alberta,3841713898,10548.50195,17957.8418,"14,015.00",98.65,25.13,25.76,16.96,"809,129.00","391,234.00","645,304.00","462,620.00",163825.19,-71386.23,.,0,"294,839,008.00",92404880,92404880,0,14.78,2.8,294839008,4041976.5,4041976.5,0,.,1102065.38,"1,715,782.00",2877.45,422.3087769,653.5357056,653.5357056,0,0,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,703,8760
Forcing Wind,Average,2023,AB_CCCT_NG,AB_CCCT_NG,3841713898,2212.738281,3441.375244,"3,135.00",87.15,37.32,38.06,36.7,"196,068.00","137,955.00","145,330.00","137,955.00",50737.91,0,.,0,"134,831,472.00",19383586,19383586,0,11.18,12.36,134831472,850226.125,850226.125,0,.,539650.75,"-34,572.00",174.85,131.8296814,38.34893417,38.34893417,0,0,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,704,8760
Forcing Wind,Average,2023,AB_HY_WAT,AB_HY_WAT,3841713898,250.5209656,894,251,6.14,2.92,2.92,3.02,"29,759.00","6,413.00","29,759.00","6,413.00",0,0,.,0,0,2194563.5,2194563.5,0,0,0,0,94519.85938,94519.85938,0,.,0,"58,348.00",0,0,603.4620361,603.4620361,0,0,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,705,8760
Forcing Wind,Average,2023,AB_OtherTech_NG,AB_OtherTech_NG,3841713898,89.2878418,97.98904419,89,76.71,36.53,38.21,39.53,"4,188.00","6,241.00","4,188.00","6,241.00",0,0,.,0,"5,799,727.50",782161.5,782161.5,0,0,0,5799727.5,34181.85547,34181.85547,0,.,23171.95,58,4.77,3.930410862,0,0,0,0,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,706,8760
Forcing Wind,Average,2023,AB_SCCT_NG,AB_SCCT_NG,3841713898,6347.650391,8595.598633,"8,074.00",53.57,22.84,23.5,14.97,"357,993.00","256,127.00","244,905.00","256,127.00",113087.28,0,.,0,"134,555,296.00",55605416,55605416,0,3.61,0.06,134555296,2429889,2429889,0,.,537592.06,"1,266,059.00",332.22,189.113327,11.72471428,11.72471428,0,0,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,707,8760
Forcing Wind,Average,2023,AB_SCCT_OT,AB_SCCT_OT,3841713898,85.62976837,94,86,10.6,5.05,5.06,5.23,"5,333.00","3,112.00","5,333.00","3,112.00",0,0,.,0,"8,171,485.00",750116.81,750116.81,0,0,0,8171485,32718.5332,32718.5332,0,.,686.31,"23,587.00",3.67,4.699999809,0,0,0,0,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,708,8760
Forcing Wind,Average,2023,AB_ST_Coal,AB_ST_Coal,3841713898,0,929,817,774.35,54.87,56.05,,"68,428.00",.,"68,428.00",.,0,0,.,0,0,0,0,0,0,0,0,0,0,0,.,0,"-68,428.00",38.57,73.81095886,0,0,0,0,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,709,0
Forcing Wind,Average,2023,AB_ST_OT,AB_ST_OT,3841713898,301.9983521,340,302,9.45,4.5,4.51,4.66,"27,061.00","10,976.00","27,061.00","10,976.00",0,0,.,0,"11,481,031.00",2645505.5,2645505.5,0,0,0,11481031,115391.4453,115391.4453,0,.,964.28,"76,390.00",21,17,0,0,0,0,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,710,8760
Forcing Wind,Average,2023,AB_ST_SUN,AB_ST_SUN,3841713898,3.659744263,15,4,0,0,0,0,532,.,532,.,0,0,.,0,0,32059.36,32059.36,0,0,0,0,1388.86792,1388.86792,0,.,0,857,9.84,1.5,0,0,0,0,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,711,4618
Forcing Wind,Average,2023,AB_WT_WND,AB_WT_WND,3841713898,1257.016846,3545,"1,253.00",-5.64,-2.69,-2.69,-2.78,"119,592.00","-29,590.00","119,592.00","41,796.00",0,-71386.23,.,0,0,11011468,11011468,0,0,0,0,483660.625,483660.625,0,.,0,"393,658.00",2292.32,0,0,0,0,0,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,712,8760
Forcing Wind,Average,2023,AB_Renewables,Alberta Renewables Group,3841713898,1898.825684,4888,"1,894.00",-0.34,-0.16,-0.16,-0.46,"182,276.00","-9,088.00","182,276.00","62,298.00",0,-71386.23,.,0,"19,652,516.00",16633713,16633713,0,0,0,19652516,727679.3125,727679.3125,0,.,1650.59,"552,841.00",2326.84,23.20000076,603.4620361,603.4620361,0,0,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,713,8760
Forcing Wind,Average,2023,Intertie,AB Interties,3841713898,1145.379883,3306,"3,306.00",88.37,42.08,42.08,43.8,.,.,.,.,0,0,.,0,"90,301,752.00",10033528,10033528,0,85.29,0,90301752,446803.2188,446803.2188,0,.,425503.53,"21,300.00",0,0,96.62162018,75.25676727,0,21.36484909,0,0,0,2023,,,,0,0,Nominal | 7/20/2020 7:19:03 PM,714,7471
Base Case,Average,2024,MRO,MidwestReliabilityOrganization,4087235546,292.3469238,306,306,91.62,43.63,43.63,45.22,.,.,.,.,0,0,.,0,"23,111,778.00",2567975.25,2567975.25,0,96.77,0,23111778,118060.4141,118060.4141,0,.,112438.48,"5,622.00",0,0,0,0,0,0,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,156,8500
Base Case,Average,2024,AB,Alberta,4087235546,10207.88379,16278.91992,"13,620.00",102.81,27.65,28.32,19.71,"820,619.00","432,768.00","604,284.00","459,961.00",216334.59,-27193.28,.,0,"320,731,200.00",89666056,89666056,0,4.68,5.73,320731200,4111362,4111362,0,.,1246647.38,"1,579,756.00",1576.88,438.053894,661.0278931,661.0278931,0,0,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,157,8784
Base Case,Average,2024,AB_CCCT_NG,AB_CCCT_NG,4087235546,2639.568115,3861.9646,"3,523.00",86.7,37.5,38.19,36.71,"268,462.00","154,093.00","166,568.00","154,093.00",101894.28,0,.,0,"158,927,792.00",23185966,23185966,0,3.09,22,158927792,1065061.5,1065061.5,0,.,654310.63,"-27,584.00",191.03,148.178299,33.18092346,33.18092346,0,0,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,158,8784
Base Case,Average,2024,AB_HY_WAT,AB_HY_WAT,4087235546,250.3448181,894,250,6.24,2.97,2.97,3.07,"30,353.00","6,537.00","30,353.00","6,537.00",0,0,.,0,0,2199029,2199029,0,0,0,0,99247.59375,99247.59375,0,.,0,"62,357.00",0,0,615.796875,615.796875,0,0,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,159,8784
Base Case,Average,2024,AB_OtherTech_NG,AB_OtherTech_NG,4087235546,89.30071259,97.99453735,89,79.66,37.93,39.69,41.06,"4,272.00","6,367.00","4,272.00","6,367.00",0,0,.,0,"5,816,455.50",784417.5,784417.5,0,0,0,5816455.5,35956.40234,35956.40234,0,.,24173.57,498,4.77,3.919672012,0,0,0,0,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,160,8784
Base Case,Average,2024,AB_SCCT_NG,AB_SCCT_NG,4087235546,6367.838379,8596.081055,"8,075.00",55.35,23.67,24.35,15.59,"364,251.00","262,673.00","249,811.00","262,673.00",114440.31,0,.,0,"136,280,608.00",55935096,55935096,0,1.59,0.06,136280608,2563554.5,2563554.5,0,.,566479.56,"1,355,003.00",332.25,188.72258,12.05013275,12.05013275,0,0,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,161,8784
Base Case,Average,2024,AB_SCCT_OT,AB_SCCT_OT,4087235546,85.62976837,94,86,10.78,5.13,5.15,5.32,"5,439.00","3,174.00","5,439.00","3,174.00",0,0,.,0,"8,193,872.50",752171.88,752171.88,0,0,0,8193872.5,34415.01563,34415.01563,0,.,700.03,"25,101.00",3.67,4.699999809,0,0,0,0,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,162,8784
Base Case,Average,2024,AB_ST_Coal,AB_ST_Coal,4087235546,0,929,817,737.84,55.61,56.81,,"69,796.00",.,"69,796.00",.,0,0,.,0,0,0,0,0,0,0,0,0,0,0,.,0,"-69,796.00",38.58,73.60929108,0,0,0,0,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,163,0
Base Case,Average,2024,AB_ST_OT,AB_ST_OT,4087235546,301.9983521,340,302,9.61,4.58,4.59,4.74,"27,602.00","11,196.00","27,602.00","11,196.00",0,0,.,0,"11,512,486.00",2652753.5,2652753.5,0,0,0,11512486,121374.5938,121374.5938,0,.,983.54,"81,594.00",21,17,0,0,0,0,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,164,8784
Base Case,Average,2024,AB_ST_SUN,AB_ST_SUN,4087235546,3.646815062,15,4,0,0,0,0,542,.,542,.,0,0,.,0,0,32033.62,32033.62,0,0,0,0,1440.542969,1440.542969,0,.,0,898,9.85,1.5,0,0,0,0,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,165,4629
Base Case,Average,2024,AB_WT_WND,AB_WT_WND,4087235546,469.5567932,1445,469,-5.69,-2.71,-2.71,-2.82,"49,722.00","-11,272.00","49,722.00","15,921.00",0,-27193.28,.,0,0,4124587,4124587,0,0,0,0,190311.8438,190311.8438,0,.,0,"151,862.00",975.53,0,0,0,0,0,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,166,8704
Base Case,Average,2024,AB_Renewables,Alberta Renewables Group,4087235546,1111.176514,2788,"1,111.00",3.37,1.6,1.61,1.2,"113,658.00","9,635.00","113,658.00","36,829.00",0,-27193.28,.,0,"19,706,358.00",9760575,9760575,0,0,0,19706358,446789.5938,446789.5938,0,.,1683.57,"321,812.00",1010.06,23.20000076,615.796875,615.796875,0,0,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,167,8784
Base Case,Average,2024,Intertie,AB Interties,4087235546,1601.262573,3306,"3,306.00",91.62,43.63,43.63,45.64,.,.,.,.,0,0,.,0,"126,589,416.00",14065491,14065491,0,96.77,0,126589416,653828.1875,653828.1875,0,.,621597.13,"32,231.00",0,0,96.62155151,90.65969849,0,5.961853027,0,0,0,2024,,,,0,0,Nominal | 7/20/2020 3:46:40 PM,168,8500
